time_hours,rem_score,rem_detected,eog_std,eog_range,theta_delta_ratio_ch0,theta_delta_ratio_ch1,alpha_power,beta_power
0.17916666666666667,-4.229410419491479,0,9.82528273642547e-06,7.686556776556776e-05,0.03157839032973457,0.012003061877911654,7.684355419264248e-13,2.676220987691674e-13
0.18333333333333332,-3.502671750006175,0,1.094425937572874e-05,8.265274725274725e-05,0.03452349093186063,0.014030563655534036,1.0125745600441664e-12,3.84639362792511e-13
0.1875,-4.476671832272479,0,1.0360554493527333e-05,8.677875457875457e-05,0.022731258400197143,0.011063536972084672,1.0746395165526794e-12,4.69398724731e-13
0.19166666666666668,-4.704345405276241,0,9.619893247204113e-06,8.11901098901099e-05,0.026931943402025097,0.008980236061215823,9.73756265718102e-13,4.485501370576238e-13
0.19583333333333333,-4.736653151971407,0,9.247680921090081e-06,8.01084249084249e-05,0.027406221249688917,0.009369541859307155,8.828308212550053e-13,4.3056937804508543e-13
0.2,-4.459910772180955,0,9.730171042971634e-06,8.43923076923077e-05,0.0289112166194204,0.009151039322773244,8.716869151445565e-13,3.6935001014991303e-13
0.20416666666666666,-3.1819676728164232,0,1.2005626561455766e-05,9.274395604395605e-05,0.038805592806998156,0.00959051671511937,7.962957439861271e-13,3.2406187137135763e-13
0.20833333333333334,-2.2067308243459167,0,1.5787188047388316e-05,0.00011614652014652014,0.033382201749848094,0.009279689692580403,7.002602352763894e-13,3.1463550983031016e-13
0.2125,-2.0249264289429343,0,1.7061346583355983e-05,0.00011807875457875457,0.03037676669337044,0.010158807297824266,1.0028589372571912e-12,3.698215443487135e-13
0.21666666666666667,-1.8549774251738513,0,1.542787407469643e-05,0.00013065641025641027,0.03035570779456053,0.01136808121156864,1.1375305887930005e-12,4.4674525248358513e-13
0.22083333333333333,-1.8487452028942557,0,1.5417905306169566e-05,0.0001215135531135531,0.030940698850699642,0.013844230526804314,1.0753242364621758e-12,4.725357139074976e-13
0.225,-2.759319137209849,0,1.4197445081782294e-05,0.0001025113553113553,0.0301946930516986,0.01258977554695029,9.324176849750498e-13,4.4535770193424763e-13
0.22916666666666666,-3.5977830719837627,0,1.0579353890830084e-05,9.556593406593407e-05,0.030694666143636782,0.012295288155854352,9.155440107826523e-13,4.2070740018169397e-13
0.23333333333333334,-2.582070274387073,0,1.263460981420218e-05,0.00010787106227106227,0.03599840492601818,0.012121896895404874,1.0192676437795931e-12,3.9882798340575256e-13
0.2375,-2.1224196661976373,0,1.4329809496016745e-05,0.00010715128205128206,0.03905954073243232,0.012034470667405347,1.0643382447845344e-12,4.076776917245117e-13
0.24166666666666667,-2.8547512444555565,0,1.3863475152115366e-05,0.00010332307692307693,0.030428616081510644,0.011803943527904495,1.0211860469347267e-12,3.93166090586336e-13
0.24583333333333332,-1.4133298196991015,0,1.609629368141938e-05,0.0001227989010989011,0.037827035861477266,0.012357027487652626,1.12624083456083e-12,4.0925428517100447e-13
0.25,-0.48141809595547447,0,1.772562640093126e-05,0.00013198864468864468,0.04231637858681793,0.013577875423799209,1.111133994638274e-12,4.517981333294401e-13
0.25416666666666665,-1.6547313299836126,0,1.412442323362586e-05,0.00013155677655677655,0.03563235034529533,0.01234299329072313,1.0941914143053441e-12,4.509558919209551e-13
0.25833333333333336,-3.940256953906867,0,8.878803785496097e-06,7.684249084249085e-05,0.03835226438094129,0.012550770782230476,9.878156612120378e-13,4.603436638592207e-13
0.2625,-2.9200291775640035,0,9.304515443049306e-06,8.149304029304028e-05,0.04847972086603508,0.01475266435338825,9.964974022553693e-13,4.3937564566973555e-13
0.26666666666666666,-3.1784154226292913,0,1.142136236100604e-05,0.00010546483516483515,0.030797005373247647,0.012140245413381405,9.134729880292157e-13,4.3106179351102387e-13
0.2708333333333333,-3.065557043964498,0,1.2156865159533556e-05,0.00010546483516483515,0.031213167788696886,0.011665530312696473,1.0460745312748443e-12,3.756823931572267e-13
0.275,-3.3483589407990326,0,1.1568803294259893e-05,8.52069597069597e-05,0.03671330426715046,0.012286529758698246,1.1668150792251072e-12,4.5055136255839046e-13
0.2791666666666667,-3.5343169535220222,0,1.1970982700300273e-05,9.14047619047619e-05,0.02963115277642959,0.012242016478310351,9.068155969598564e-13,4.1070570864955616e-13
0.2833333333333333,-3.340317679232383,0,1.2721098417729833e-05,9.605238095238095e-05,0.030140812087454057,0.011148309438454271,9.09656499190107e-13,3.008317912016558e-13
0.2875,-3.227489461844521,0,1.164749397810226e-05,8.794102564102564e-05,0.03574411247233293,0.013248629505618288,9.865256964513566e-13,2.98080599251389e-13
0.2916666666666667,-2.4448643052492556,0,1.353642553530995e-05,0.00011142380952380951,0.035036237709925803,0.01141259668335228,9.718228606484744e-13,3.106435467094916e-13
0.29583333333333334,-1.1298117281792799,0,1.634664729536369e-05,0.00012402857142857144,0.041288705030771644,0.012308842874452487,1.1256970514050439e-12,3.842850388495524e-13
0.3,-2.0572850563906506,0,1.40118242379334e-05,0.0001086985347985348,0.03946988614752955,0.012619534085148933,1.0978700910783972e-12,5.093380559849522e-13
0.30416666666666664,-2.430267844321145,0,1.4471066736958568e-05,0.00011722087912087911,0.03151060437190827,0.010306136690899291,1.1156441985080726e-12,5.68382570417274e-13
0.30833333333333335,-2.079795316728245,0,1.4269666777877776e-05,0.00011722087912087911,0.03326582592723442,0.013347563260711178,1.1620176488583183e-12,4.461751500523073e-13
0.3125,-2.5085357687222016,0,1.2744171188999232e-05,9.895274725274725e-05,0.03838422243584152,0.013850523160852932,1.1772007317485057e-12,3.6418229478402734e-13
0.31666666666666665,-2.8454716273043696,0,1.29937890453187e-05,9.895274725274725e-05,0.0346059251369212,0.012184749634573588,9.78070970793312e-13,3.145406386495849e-13
0.32083333333333336,-3.7638144601235606,0,9.877344167678468e-06,8.060000000000001e-05,0.03886191797030065,0.011055044374565887,9.359205949031403e-13,4.798777933762021e-13
0.325,-2.9839816088168662,0,1.1170142346512358e-05,9.70996336996337e-05,0.0393820113954289,0.01165865688612934,9.892964145961722e-13,5.549113864411176e-13
0.32916666666666666,-2.8711682061573436,0,1.2607302509569567e-05,0.0001006025641025641,0.03447182985281301,0.012242991950651339,9.715622762572179e-13,4.4890771070558963e-13
0.3333333333333333,-0.7397621333315876,0,1.6329296951124252e-05,0.0001294868131868132,0.04117921629045968,0.014986631785514095,1.2987594628430117e-12,5.133920128042884e-13
0.3375,-0.9846429528996322,0,1.7181928321989152e-05,0.0001294868131868132,0.03505869722258914,0.014680586294788366,1.2894073486249438e-12,4.4043785422115094e-13
0.3416666666666667,-1.5105326877082323,0,1.5722437867038166e-05,0.00014424578754578752,0.028724590278953004,0.011476626602310032,9.844324922091413e-13,3.4068616222617186e-13
0.3458333333333333,-1.9344547050760894,0,1.4203955326100287e-05,0.00013772857142857142,0.028113472536309785,0.012201102777162742,9.800662072261502e-13,3.7499518567093364e-13
0.35,-1.6773271042762277,0,1.6517310138317942e-05,0.0001340985347985348,0.029710552103405563,0.01055970928414788,9.371346527304872e-13,4.326058946348946e-13
0.3541666666666667,-1.1850321279729017,0,1.8036945609388414e-05,0.0001385996336996337,0.031770612594150864,0.010238068917876106,8.954836005673443e-13,4.2550053831684374e-13
0.35833333333333334,-3.3480748673709115,0,1.3481360761736137e-05,0.0001046186813186813,0.0265405094701395,0.009346941986680596,9.108038224693555e-13,4.1554341749583174e-13
0.3625,-1.5893449616143367,0,1.379657467154159e-05,0.00013046849816849816,0.039791378507388224,0.01129847833365979,1.0736061818775566e-12,5.283514823067276e-13
0.36666666666666664,-1.8232547844609825,0,1.2145782397130961e-05,0.00013046849816849816,0.04076044677678334,0.011330128425203992,9.848431465791514e-13,4.4176505844266705e-13
0.37083333333333335,-4.048752818640571,0,1.1547816916973252e-05,0.00010181208791208791,0.019425993942347956,0.01100280691640629,7.890876848507359e-13,2.7476213263068975e-13
0.375,-2.519201243636549,0,1.3595723614788843e-05,0.00011339926739926739,0.035020390507614026,0.009903494806835096,9.701925142229774e-13,4.2776287125437647e-13
0.37916666666666665,-2.212506996456002,0,1.3302212187714799e-05,9.656703296703295e-05,0.04673704961345192,0.011240274204736308,1.1227669744317426e-12,5.679131332928694e-13
0.38333333333333336,-2.3981445116458517,0,1.2845607517595378e-05,9.390512820512821e-05,0.0446509507560706,0.01228411137346233,1.0535663651761844e-12,4.955634619581601e-13
0.3875,-3.337178973582072,0,1.1341949613517646e-05,9.54915750915751e-05,0.0351519052527511,0.010750303679410001,1.2010077013475045e-12,4.4694105586666976e-13
0.39166666666666666,-3.638405426189042,0,1.0047503425245583e-05,9.115604395604397e-05,0.037469401417830124,0.009794495067064661,1.117449420779677e-12,4.675123573191234e-13
0.3958333333333333,-2.4268927682553634,0,1.2771634806364057e-05,0.00011806520146520147,0.036724227905668066,0.009973225382092832,1.0166614345346723e-12,5.26856407216796e-13
0.4,-2.6005465129137724,0,1.2955186945820417e-05,0.0001166117216117216,0.03179401849432256,0.011398726636235637,1.0636990225967348e-12,5.100238796349657e-13
0.4041666666666667,-1.2158726108963742,0,1.617931800410214e-05,0.00013441648351648352,0.03203839791827959,0.014598029505321665,1.312222566915284e-12,4.73545188694633e-13
0.4083333333333333,-1.1135998019017541,0,1.6410913496758757e-05,0.00013441648351648352,0.031546968522990694,0.015578706935425261,1.1164271710674641e-12,3.542313865830275e-13
0.4125,-2.9761391064889824,0,1.3561846522353487e-05,9.698461538461538e-05,0.03202649383202134,0.011950129742951109,1.0023733265519885e-12,3.1186445378658454e-13
0.4166666666666667,-1.8502959300777353,0,1.4431276644789267e-05,0.00010636446886446887,0.03962242934780576,0.014657560801604083,1.0013325285317668e-12,3.4334870295488716e-13
0.42083333333333334,-2.5674054483171647,0,1.176063929385775e-05,0.00010497289377289377,0.03718735654696859,0.014076476840149022,8.963077835692147e-13,3.3162030497609115e-13
0.425,-2.9049883130375664,0,1.2713539277470195e-05,0.00010832564102564103,0.028767696615098214,0.013057857247513148,9.70315220085417e-13,3.6738293247993055e-13
0.42916666666666664,-3.0653235179259064,0,1.3426692630161535e-05,0.00010963846153846154,0.024854510474442107,0.012097636233330862,1.0222085084067384e-12,3.7765764814276176e-13
0.43333333333333335,-2.4927866281305264,0,1.4212275605958749e-05,9.905750915750915e-05,0.031605627234949585,0.015574394443671714,1.1340549529998372e-12,3.9329001519997915e-13
0.4375,-1.8678128791600428,0,1.4227141046366753e-05,0.00010068534798534798,0.03761522690204794,0.01789712220648871,1.1353497736569255e-12,4.4252705507654005e-13
0.44166666666666665,-2.3222327402916503,0,1.2887737435801216e-05,0.00010115714285714286,0.039120239680773015,0.014441940631025801,1.124293020480988e-12,5.450574318431894e-13
0.44583333333333336,-2.7927878705607627,0,1.3151019602084668e-05,0.00010954981684981686,0.03239008948041119,0.01068682520727295,1.085720264976583e-12,5.407305343699532e-13
0.45,-2.966003559009078,0,1.1413790507686739e-05,9.87007326007326e-05,0.038436997983091005,0.011513521869680254,1.1930445206586459e-12,5.352676491513849e-13
0.45416666666666666,-2.564179519939512,0,1.1987597348418043e-05,0.00010973992673992673,0.03369109219919229,0.014511729337841471,1.2237267039248644e-12,5.625348976449407e-13
0.4583333333333333,-2.3099633366143117,0,1.3626429337992773e-05,0.00011405347985347985,0.03369127850964049,0.012782109734934035,1.0404311299887033e-12,5.185106900664539e-13
0.4625,-2.326222040918509,0,1.5055352252176718e-05,0.00011294615384615385,0.03179210514560456,0.011412969688071959,9.717877683449961e-13,4.772142473627295e-13
0.4666666666666667,-1.7433272925107288,0,1.4887128054989411e-05,0.00011012637362637362,0.044073499031055285,0.01088321885292661,1.1730106930953058e-12,6.120275834905958e-13
0.4708333333333333,-3.007425798164645,0,1.1703826633717599e-05,9.914578754578754e-05,0.03928531057422077,0.009812913057497796,1.2665894330377498e-12,6.29094763067413e-13
0.475,-3.2801378684945712,0,9.459280550043905e-06,9.067545787545788e-05,0.03913918658075515,0.013871817738179524,1.2437526905511992e-12,5.170446239579886e-13
0.4791666666666667,0.5108946793529663,0,9.154071214690741e-06,8.099926739926739e-05,0.07787005160957697,0.0331659763032575,1.145806502409161e-12,4.846907700684207e-13
0.48333333333333334,1.538786603692448,1,8.59148467262115e-06,8.395311355311355e-05,0.09131100173131604,0.035715238569713946,1.2207428600803593e-12,3.5569593924270437e-13
0.4875,-3.588691041681702,0,7.553366298989364e-06,7.378351648351647e-05,0.04521521491820145,0.015371633051956398,1.0694396710898847e-12,3.4809014157757245e-13
0.49166666666666664,-3.5885995470990295,0,1.1716272374214386e-05,0.00010617655677655678,0.02548130570472597,0.010382014962452599,8.83872665473821e-13,3.8503021965230057e-13
0.49583333333333335,-2.6409417106169157,0,1.3873138068500415e-05,0.00010622454212454212,0.032142895011342675,0.012102273058421324,1.0249997901673722e-12,3.780759139053126e-13
0.5,-3.419774064129398,0,1.2956511912153268e-05,8.481794871794871e-05,0.03236219196615689,0.01178450948844863,9.915933045494757e-13,3.459882498620555e-13
0.5041666666666667,-3.145384391604036,0,1.2231751588283856e-05,8.906153846153845e-05,0.03565428816375674,0.012724877189541524,1.0897855967533406e-12,3.7883758522529623e-13
0.5083333333333333,-3.5392269974375665,0,1.2048206914964167e-05,8.677289377289376e-05,0.032505260671069354,0.011564545523084876,1.066049273122435e-12,3.663342472052465e-13
0.5125,-2.63422253141721,0,1.244055646266723e-05,9.526556776556777e-05,0.03972246791160904,0.013319942249023045,9.673685017366038e-13,3.3576096672197834e-13
0.5166666666666667,-2.6503408155668846,0,1.1816283010338665e-05,9.465604395604397e-05,0.042043102390505294,0.013023300173933865,9.083925923995049e-13,3.5765836178169e-13
0.5208333333333334,-4.196104593721181,0,1.0017954825845637e-05,8.665018315018315e-05,0.03057270736540272,0.009681677942581308,8.084851205447941e-13,3.5284060154699807e-13
0.525,-2.853776095688632,0,1.1828063827362603e-05,0.00011299999999999998,0.03309519581817138,0.011083641557659863,9.379005516120657e-13,3.99143098146221e-13
0.5291666666666667,-2.4471254043332427,0,1.3619905003925468e-05,0.0001151197802197802,0.032211224276723106,0.011952442645345281,1.0067962751451086e-12,3.920822186844048e-13
0.5333333333333333,-3.1308638982022003,0,1.336588393120333e-05,0.0001076102564102564,0.028573237328289938,0.009689249195328858,8.369376246186002e-13,3.3587024993397883e-13
0.5375,-3.36039929458218,0,1.301366882709687e-05,0.00010876410256410256,0.02699012232329875,0.008569432260346198,7.769910141365719e-13,3.6355987681341406e-13
0.5416666666666666,-2.7924874709435117,0,1.1713023983298515e-05,0.00010294908424908424,0.035660571409739064,0.01334093053174829,8.770150296728887e-13,4.251413720492627e-13
0.5458333333333333,-0.5688671500091461,0,1.6340393426231737e-05,0.00014625274725274724,0.03773044322938983,0.013988970859847105,1.2400696129783487e-12,6.317050494898539e-13
0.55,0.489025829446785,0,1.8924665476585588e-05,0.00014625274725274724,0.049478438332976285,0.012765106118851713,1.4988167317471145e-12,7.504707323073716e-13
0.5541666666666667,-0.8091016261718744,0,1.777982264384996e-05,0.00012577362637362636,0.04165846855680615,0.012235608024334358,1.3830854968514783e-12,7.2706982340479e-13
0.5583333333333333,-1.3096885595452274,0,1.7990193511423772e-05,0.00012577362637362636,0.0345957248557995,0.0110192442795303,1.4438097996911353e-12,7.084434206306274e-13
0.5625,-2.070274504599179,0,1.5045944502786745e-05,0.00011766117216117216,0.03198022782146544,0.012652767471336031,1.9921169753690858e-12,5.274354601084577e-13
0.5666666666666667,-0.6127104821188077,0,1.6139486176043603e-05,0.0001345245421245421,0.0371906502123887,0.0178115460612549,2.3070020148001095e-12,5.482730013862068e-13
0.5708333333333333,1.6678011664074233,1,2.0972013375404234e-05,0.000148296336996337,0.058015079312483925,0.015371832798108625,1.8899258381946324e-12,7.387560304411652e-13
0.575,0.7992775777713947,0,1.980170582233877e-05,0.00014005787545787545,0.051207383915547806,0.015175172763456835,1.8491752993113307e-12,8.388457662838238e-13
0.5791666666666667,-1.6737447523730604,0,1.5627521895499542e-05,0.00012521172161172162,0.03658384000228578,0.010524643553983085,1.196289565546703e-12,6.586836586641869e-13
0.5833333333333334,0.7887315508182551,0,1.8315343681949887e-05,0.00016036593406593407,0.05477274748318208,0.009455293754321144,1.705752172758957e-12,8.314797546921939e-13
0.5875,2.108494625324442,1,2.4421597859842476e-05,0.00018053589743589747,0.04247961661935447,0.013842301003609347,2.0479597818161164e-12,9.855093797482669e-13
0.5916666666666667,0.6044546615380277,0,2.2507970148978865e-05,0.00017631611721611722,0.027344253013203267,0.012424301038049044,1.2563548034632044e-12,5.898994346698607e-13
0.5958333333333333,-1.7326732622482313,0,1.5420836357327888e-05,0.00014603333333333332,0.02097995966721396,0.014174311989694075,9.663857257960067e-13,3.9692846126744326e-13
0.6,-1.5396082259342139,0,1.4677396195892553e-05,0.00013555274725274725,0.027895011123200548,0.016364962910951426,1.1901512404395152e-12,4.692654827385088e-13
0.6041666666666666,-1.4574861858027477,0,1.5455324654245924e-05,0.0001337772893772894,0.03196041791098857,0.013627730291836244,9.674718005009434e-13,3.85632791241912e-13
0.6083333333333333,-2.7171358791323943,0,1.3085428108587901e-05,0.00010316410256410256,0.033413320864169656,0.012900860790558783,9.632774711876656e-13,3.2849527945507054e-13
0.6125,-3.3514130617012485,0,1.1233969615113849e-05,0.00010699267399267399,0.026522944346261283,0.012959260878467108,7.739577616934995e-13,2.840555858761832e-13
0.6166666666666667,-1.810485583254528,0,1.3909177192523795e-05,0.00012804945054945054,0.03194707692614999,0.014544429726028124,1.0282363112491401e-12,3.172285106811564e-13
0.6208333333333333,-2.0029391058347135,0,1.3102425048544556e-05,0.00012387472527472526,0.03337101824912953,0.014357391523755326,1.0857572134768456e-12,3.329141773096555e-13
0.625,-3.678078423534319,0,9.200118412821256e-06,8.067509157509157e-05,0.040572187092322666,0.012156358697698069,7.463946376886229e-13,2.808505878275295e-13
0.6291666666666667,-4.062904221889411,0,9.379952344500452e-06,8.709743589743589e-05,0.03547490461149674,0.00902208086124502,7.353166828636081e-13,2.9408343451448395e-13
0.6333333333333333,-3.0013606991875745,0,1.1060435373279687e-05,0.00010247399267399267,0.03930393247550212,0.010104772602145413,8.399706966664713e-13,3.0249204998497153e-13
0.6375,-2.771980136951444,0,1.270412985189799e-05,0.00010847216117216116,0.035760505598106396,0.009902216224153262,1.0425984564972821e-12,3.666489199612977e-13
0.6416666666666667,-1.7047416983082062,0,1.5804904743279396e-05,0.00012357216117216116,0.03665460429767949,0.010295618629399563,1.2836937065286263e-12,4.351365263970677e-13
0.6458333333333334,-1.9344488636956585,0,1.5215128425063233e-05,0.00012347619047619045,0.0348661830465526,0.01014755186930633,1.0484266518957377e-12,3.79446308190257e-13
0.65,-2.8680226426453226,0,1.3719028644126686e-05,0.00011787106227106226,0.023094874247853014,0.012323715540579564,8.343117164123851e-13,3.7699687124015496e-13
0.6541666666666667,-2.098725563624204,0,1.4135709290473285e-05,0.00012123003663003663,0.031667245599241986,0.0132316443671311,1.0798956969498066e-12,5.134066475074056e-13
0.6583333333333333,-2.7510871356745423,0,1.2279784213291783e-05,8.926849816849817e-05,0.038954609309589515,0.014685004159927472,1.1472626379161326e-12,5.449036676883158e-13
0.6625,-3.6290499623248236,0,1.1129446338706891e-05,8.802380952380951e-05,0.03174845159509587,0.012487620942235135,1.0068173257855827e-12,4.624120573582365e-13
0.6666666666666666,-4.244003956201055,0,1.048668557474755e-05,9.933956043956042e-05,0.02284344087952172,0.009459463429193907,8.693599285532121e-13,3.5200585770350796e-13
0.6708333333333333,-2.9165895714988723,0,1.21750876653446e-05,0.0001049864468864469,0.03163497432219343,0.013113979693029604,1.0226090165922887e-12,4.2473591573508614e-13
0.675,-2.8103043161781756,0,1.1663598900978322e-05,0.0001049864468864469,0.03480434065478727,0.013185710202227502,1.1298050715674028e-12,4.846844234575071e-13
0.6791666666666667,-4.228842434798304,0,1.0940260498023489e-05,9.090915750915751e-05,0.02541131215161508,0.009621654324556648,9.582294811874876e-13,4.3535766322116905e-13
0.6833333333333333,-3.856204491667633,0,1.2030943952407696e-05,9.541575091575092e-05,0.027715351946650243,0.008673601944423412,9.778730248966538e-13,3.889160527719047e-13
0.6875,-3.281418428492299,0,1.3130105782094016e-05,0.00010898021978021977,0.026615468036622323,0.009379070468967785,1.0024499668952317e-12,3.4752188073652844e-13
0.6916666666666667,-2.806908680356492,0,1.4207268237806322e-05,0.00011629450549450549,0.024875898051527866,0.01135331103573743,9.419698206764725e-13,3.629531825878555e-13
0.6958333333333333,-2.019303334609414,0,1.3878308335548508e-05,0.00011515164835164834,0.036247339652850485,0.013440201949062336,9.797033046658793e-13,4.0322390226632236e-13
0.7,-1.7389799283890326,0,1.3586415766345827e-05,0.00012456483516483515,0.03828685313201116,0.012857341038015465,9.572515837042482e-13,3.717295728840561e-13
0.7041666666666667,-0.3464180077758843,0,1.766749786380994e-05,0.00015783809523809523,0.02715135566947252,0.017230243215592238,1.204907426085654e-12,5.787832165547484e-13
